1,-1,304.390625,350.0625,140.353515625,414.3729248046875,-0.5594087040781881,1.0,-1,-1,-1
1,-1,734.78125,250.8125,164.58203125,382.4075927734375,-1.2626587928261583,1.0,-1,-1,-1
1,-1,259.796875,384.59375762939453,127.45269775390625,403.16893005371094,-0.6473178841523324,1.0,-1,-1,-1
2,-1,343.234375,328.46876525878906,156.076416015625,413.5624694824219,-0.40412117251520047,1.0,-1,-1,-1
2,-1,300.4375,360.84374237060547,138.7066650390625,424.22315979003906,-0.5505333479041941,1.0,-1,-1,-1
2,-1,735.140625,250.8125,165.55517578125,380.1676025390625,-1.2570752477645766,1.0,-1,-1,-1
2,-1,262.31249237060547,397.53126525878906,128.20753479003906,413.5624694824219,-0.6572040957402115,1.0,-1,-1,-1
3,-1,279.234375,406.15625762939453,129.9862060546875,403.95909118652344,-0.6195766894931725,1.0,-1,-1,-1
3,-1,345.390625,322.75000762939453,148.00775146484375,403.95909118652344,-0.4550271328886698,1.0,-1,-1,-1
3,-1,308.703125,355.8125,137.6195068359375,407.13525390625,-0.5236612926883467,1.0,-1,-1,-1
3,-1,737.65625,251.53125,163.9365234375,384.66064453125,-1.2391817273510397,1.0,-1,-1,-1
4,-1,275.28124237060547,401.12499237060547,128.20753479003906,395.35157775878906,-0.6195766894931725,1.0,-1,-1,-1
4,-1,338.5625,319.84375762939453,151.24371337890625,390.73399353027344,-0.3743336160075839,1.0,-1,-1,-1
4,-1,739.8125,252.96875,166.8614501953125,387.68548583984375,-1.2410262034241457,1.0,-1,-1,-1
5,-1,272.04688262939453,413.34374237060547,126.20439147949219,397.68080139160156,-0.5885390841827944,1.0,-1,-1,-1
5,-1,338.921875,312.65625,153.64117431640625,393.806396484375,-0.3729088387837381,1.0,-1,-1,-1
5,-1,737.65625,252.25000762939453,169.5048828125,385.41465759277344,-1.2502833955287367,1.0,-1,-1,-1
6,-1,276.359375,406.875,125.2144775390625,400.023681640625,-0.5981301890477276,1.0,-1,-1,-1
6,-1,736.9375,252.96875762939453,171.1781005859375,383.90818786621094,-1.2490457723982544,1.0,-1,-1,-1
6,-1,338.5625,314.81250762939453,150.9466552734375,401.59324645996094,-0.3772828925753231,1.0,-1,-1,-1
6,-1,305.109375,352.9375,134.9383544921875,405.5440673828125,-0.5182009349438651,1.0,-1,-1,-1
7,-1,273.125,409.03124237060547,122.53173828125,391.49977111816406,-0.5614413702168928,1.0,-1,-1,-1
7,-1,738.375,252.25,171.1781005859375,388.44537353515625,-1.2471835771578894,1.0,-1,-1,-1
7,-1,338.203125,311.21875,144.840576171875,393.806396484375,-0.38588266939807375,1.0,-1,-1,-1
7,-1,302.59375762939453,351.5,130.75596618652344,393.806396484375,-0.5234054353892037,1.0,-1,-1,-1
8,-1,268.45311737060547,416.21874237060547,124.23225402832031,393.03602600097656,-0.5532943253222926,1.0,-1,-1,-1
8,-1,336.765625,309.78125,145.411376953125,388.44537353515625,-0.403115589218699,1.0,-1,-1,-1
8,-1,738.375,252.25,169.172119140625,388.44537353515625,-1.2372670239096792,1.0,-1,-1,-1
8,-1,302.59375,347.18750762939453,132.30902099609375,389.20677185058594,-0.5250562109184614,1.0,-1,-1,-1
9,-1,266.65625,411.18751525878906,124.96820068359375,380.9128112792969,-0.5585993153435624,1.0,-1,-1,-1
9,-1,333.890625,310.5,143.988525390625,374.2581787109375,-0.4393257335750107,1.0,-1,-1,-1
9,-1,302.953125,344.3125,132.0489501953125,376.46337890625,-0.5351976156198076,1.0,-1,-1,-1
